date,nav,scheme_name,scheme_code
16-05-2017,3423.83480,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-05-2017,3423.21620,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-05-2017,3422.61030,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-05-2017,3421.39960,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-05-2017,3420.81100,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-05-2017,3420.19780,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-05-2017,3419.60460,HDFC Money Market Fund - Growth Option - Direct Plan,119092
08-05-2017,3419.00120,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-05-2017,3418.39940,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-05-2017,3417.19560,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-05-2017,3416.59070,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-05-2017,3415.99340,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-05-2017,3415.39020,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-05-2017,3414.78700,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-04-2017,3412.94830,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-04-2017,3412.33770,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-04-2017,3411.73950,HDFC Money Market Fund - Growth Option - Direct Plan,119092
25-04-2017,3411.16440,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-04-2017,3410.56360,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-04-2017,3409.97170,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-04-2017,3408.75670,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-04-2017,3408.16680,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-04-2017,3407.57160,HDFC Money Market Fund - Growth Option - Direct Plan,119092
18-04-2017,3406.97510,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-04-2017,3406.37290,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-04-2017,3405.77590,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-04-2017,3403.86680,HDFC Money Market Fund - Growth Option - Direct Plan,119092
12-04-2017,3403.31090,HDFC Money Market Fund - Growth Option - Direct Plan,119092
11-04-2017,3402.69460,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-04-2017,3402.07150,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-04-2017,3401.45090,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-04-2017,3400.28000,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-04-2017,3399.69780,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-04-2017,3399.11060,HDFC Money Market Fund - Growth Option - Direct Plan,119092
04-04-2017,3398.51210,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-04-2017,3397.92860,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-04-2017,3397.35630,HDFC Money Market Fund - Growth Option - Direct Plan,119092
31-03-2017,3395.84710,HDFC Money Market Fund - Growth Option - Direct Plan,119092
30-03-2017,3394.88010,HDFC Money Market Fund - Growth Option - Direct Plan,119092
29-03-2017,3394.27840,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-03-2017,3393.66170,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-03-2017,3393.07390,HDFC Money Market Fund - Growth Option - Direct Plan,119092
26-03-2017,3392.48250,HDFC Money Market Fund - Growth Option - Direct Plan,119092
24-03-2017,3391.22720,HDFC Money Market Fund - Growth Option - Direct Plan,119092
23-03-2017,3390.62520,HDFC Money Market Fund - Growth Option - Direct Plan,119092
22-03-2017,3390.01570,HDFC Money Market Fund - Growth Option - Direct Plan,119092
21-03-2017,3389.36050,HDFC Money Market Fund - Growth Option - Direct Plan,119092
20-03-2017,3388.69120,HDFC Money Market Fund - Growth Option - Direct Plan,119092
19-03-2017,3388.05240,HDFC Money Market Fund - Growth Option - Direct Plan,119092
17-03-2017,3386.69850,HDFC Money Market Fund - Growth Option - Direct Plan,119092
16-03-2017,3386.10960,HDFC Money Market Fund - Growth Option - Direct Plan,119092
15-03-2017,3385.49900,HDFC Money Market Fund - Growth Option - Direct Plan,119092
14-03-2017,3384.86970,HDFC Money Market Fund - Growth Option - Direct Plan,119092
13-03-2017,3384.28040,HDFC Money Market Fund - Growth Option - Direct Plan,119092
10-03-2017,3382.46190,HDFC Money Market Fund - Growth Option - Direct Plan,119092
09-03-2017,3381.89490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
08-03-2017,3381.32110,HDFC Money Market Fund - Growth Option - Direct Plan,119092
07-03-2017,3380.72490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
06-03-2017,3380.13100,HDFC Money Market Fund - Growth Option - Direct Plan,119092
05-03-2017,3379.55490,HDFC Money Market Fund - Growth Option - Direct Plan,119092
03-03-2017,3378.29070,HDFC Money Market Fund - Growth Option - Direct Plan,119092
02-03-2017,3377.70130,HDFC Money Market Fund - Growth Option - Direct Plan,119092
01-03-2017,3377.10590,HDFC Money Market Fund - Growth Option - Direct Plan,119092
28-02-2017,3376.51870,HDFC Money Market Fund - Growth Option - Direct Plan,119092
27-02-2017,3375.90590,HDFC Money Market Fund - Growth Option - Direct Plan,119092
